"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar eigendom";"Naar eigendom"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Appartement";"Tussenwoning";"Hoekwoning";"Twee-onder-één-kap-woning";"Vrijstaande woning";"Huurwoning";"Koopwoning"
"Wijken en buurten";"code";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Brusselsepoort";"BU09350200";"2500";"2000";"3150";"2950";"3300";"4650";"2100";"3050"
"Mariaberg";"BU09350201";"2550";"2100";"2800";"2700";"2600";"3400";"2450";"3050"
"Belfort";"BU09350202";"2900";"2500";"3200";"3300";"3700";".";"2350";"3050"
"Pottenberg";"BU09350203";"2350";"1850";"2750";"2750";"3150";".";"2200";"3400"
"Malpertuis";"BU09350204";"2300";"1850";"2650";"2850";"3200";".";"2200";"2850"
"Caberg";"BU09350205";"2550";"1850";"2950";"3050";"2850";"4250";"2450";"3300"
"Oud-Caberg";"BU09350206";"2900";"2000";"3400";"3650";"3500";"4300";"2050";"3450"
"Malberg";"BU09350207";"2650";"1950";"3050";"3100";"2800";"4350";"2450";"3400"
"Dousberg-Hazendans";"BU09350208";"3950";"2650";"3950";"3850";"4200";"5050";"3050";"4050"
"Daalhof";"BU09350209";"2800";"2300";"3300";"3300";"3700";"3650";"2250";"3400"
"Wijk 03 Buitenwijk Noordwest";"WK093503";"3050";"2600";"3200";"3500";"3400";"4900";"2800";"3450"
"Boschpoort";"BU09350300";"3000";"2550";"3200";"3650";"3150";".";"2800";"3350"
"Bosscherveld";"BU09350301";"2450";".";".";".";".";".";".";"3450"
"Frontenkwartier";"BU09350302";"3050";"2800";"3250";"2950";"3350";".";"2750";"3650"
"Belvédère";"BU09350303";".";".";".";".";".";".";".";"."
"Lanakerveld";"BU09350304";"3850";".";"3450";".";".";".";".";"4000"
"Wijk 04 Buitenwijk Oost";"WK093504";"2850";"2050";"3150";"3350";"3600";"4900";"2350";"3500"
"Wyckerpoort";"BU09350400";"2400";"2000";"3050";"3250";"3750";".";"2250";"2950"
"Heugemerveld";"BU09350401";"2550";"1900";"3200";"3050";"3050";".";"2300";"3250"
"Wittevrouwenveld";"BU09350402";"2600";"2000";"2950";"3000";"2850";".";"2400";"3100"
"Nazareth";"BU09350403";"2500";"2150";"2750";"2800";"3350";"3350";"2300";"3150"
"Limmel";"BU09350404";"3000";"1900";"3100";"3250";"3600";"4250";"2800";"3500"
"Scharn";"BU09350405";"3100";"2200";"3450";"3850";"3850";"4950";"2250";"3650"
"Amby";"BU09350406";"3400";"2250";"3500";"3550";"3600";"5200";"2500";"3800"
"Wijk 05 Buitenwijk Noordoost";"WK093505";"3250";"2200";"3350";"3250";"3250";"4050";"2650";"3600"
"Beatrixhaven";"BU09350500";"6200";".";".";".";".";".";".";"."
"Borgharen";"BU09350501";"3100";"2200";"3250";"3050";"3150";"4200";"2500";"3450"
"Itteren";"BU09350502";"3550";"1400";"3600";"3700";"3350";"3950";"2900";"3750"
"Meerssenhoven";"BU09350503";"2900";".";".";".";".";".";".";"."
"Wijk 06 Buitenwijk Zuidoost";"WK093506";"2900";"2000";"3350";"3400";"3550";"4850";"2400";"3500"
"Randwyck";"BU09350600";"2450";"1850";"3300";"3750";"4250";".";"1800";"3100"
"Heugem";"BU09350601";"2900";"2000";"3350";"3550";"3850";"4800";"2400";"3500"
"Heer";"BU09350602";"2850";"1950";"3200";"3200";"3250";"4850";"2400";"3450"
"De Heeg";"BU09350603";"2950";"2150";"3350";"3400";"3700";"4500";"2500";"3400"
"Vroendaal";"BU09350604";"4250";"2350";"4700";"5250";"4700";"5600";"2500";"4900"
"Meerssen";"GM0938";"3600";"2200";"3450";"3550";"3750";"4550";"2700";"4000"
"Wijk 00 Meerssen";"WK093800";"3300";"2150";"3300";"3400";"3650";"4600";"2600";"3800"
"Meerssen";"BU09380000";"3250";"2100";"3400";"3400";"3600";"4600";"2550";"3800"
"Rothem";"BU09380001";"3300";"2650";"3100";"3400";"3600";"4150";"2700";"3700"
"Weert";"BU09380002";"4400";".";"4000";"4750";".";"4600";"4350";"4400"
"Raar";"BU09380003";"4450";".";".";".";"3600";"5850";".";"4300"
"Verspreide huizen";"BU09380009";"4750";".";".";".";"4600";".";".";"4650"
"Wijk 01 Ulestraten";"WK093801";"3900";"2700";"3500";"3600";"3800";"4350";"3100";"4100"
"Ulestraten";"BU09380100";"3850";"2700";"3500";"3550";"3800";"4300";"3050";"4050"
"Verspreide huizen";"BU09380109";"4600";".";".";"4650";"3900";"4850";"4250";"4700"
"Wijk 02 Bunde - Geulle";"WK093802";"3850";"2250";"3600";"3700";"3800";"4600";"2850";"4100"
"Bunde";"BU09380200";"3800";"2300";"3600";"3800";"3750";"4850";"2750";"4150"
"Kasen";"BU09380201";"5200";".";".";".";"4900";"5250";"5650";"5100"
"Geulle";"BU09380202";"3850";"1800";"4550";".";"4150";"3800";"2450";"4100"
"Hussenberg met Snijdersberg";"BU09380203";"3600";"2200";"3150";"3400";"3800";"4400";"2600";"3950"
"Hulsen-Oostbroek";"BU09380204";"3350";"2350";"3000";"3150";"3450";"4000";"2650";"3700"
"Moorveld";"BU09380205";"4300";".";"4600";"3850";"4350";"4250";"4100";"4350"
"Brommelen-Westbroek";"BU09380206";"4300";".";"4650";"3700";"4450";"4400";"3600";"4400"
"Mook en Middelaar";"GM0944";"3600";"2100";"3350";"3350";"3650";"4650";"2650";"3950"
"Wijk 00 Mook";"WK094400";"3500";"2050";"3350";"3400";"3500";"4650";"2600";"3900"
"Molenhoek";"BU09440000";"3650";"2050";"3500";"3500";"3650";"4900";"2750";"3950"
"Mook";"BU09440001";"3350";"2050";"3100";"3100";"3450";"4500";"2500";"3800"
"Verspreide huizen Bisselt";"BU09440009";"4100";".";".";".";"3450";"4250";"2600";"4200"
"Wijk 01 Middelaar";"WK094401";"4250";"2850";"3650";"3100";"4100";"4800";"3250";"4350"
"Riethorst-Plasmolen";"BU09440100";"4350";"2850";".";".";"4300";"4900";"4600";"4300"
"Middelaar Katerbosch en Heikant";"BU09440101";"4200";".";"3650";"3200";"4050";"4750";"2850";"4350"
"Nederweert";"GM0946";"3900";"2150";"3700";"3600";"3700";"4800";"2850";"4350"
"Wijk 01 Nederweert";"WK094601";"3600";"2100";"3650";"3600";"3500";"4750";"2750";"4150"
"Nederweert";"BU09460101";"3500";"2100";"3650";"3600";"3350";"4700";"2700";"4050"
"Boeket-Hoogbosweg";"BU09460102";"4500";".";".";".";"4300";"4650";".";"4650"
"Bosserstraat-Lage Kuilen";"BU09460103";"5050";".";".";".";"4950";"5100";".";"5050"
"Schoor-Mildert";"BU09460104";"5100";".";".";".";"5250";"5000";".";"5100"
"Wijk 02 Budschop";"WK094602";"3850";"2300";"3600";"3150";"3850";"4700";"2900";"4150"
"Budschop";"BU09460201";"3700";"2300";"3600";"3150";"3800";"4550";"2850";"4000"
"Winnerstraat-Eindhovensebaan";"BU09460202";"5250";".";".";".";"4600";"5350";".";"5300"
"Wijk 03 Ospel";"WK094603";"4300";"2400";"3850";"3700";"4000";"4950";"3000";"4700"
"Ospel";"BU09460301";"3950";"2350";"3800";"3650";"3750";"4700";"2950";"4350"
"Ospeldijk";"BU09460302";"5050";".";"4850";".";"4500";"5250";"4650";"5100"
"Nieuwstraat-Horick-Kampersweg";"BU09460303";"5450";".";".";".";"5400";"5400";"2900";"5650"
"Waatskamp-Bientjesweg";"BU09460304";"5250";".";".";".";"4950";"5300";"3250";"5400"
"Moostdijk-Kruisvennendijk";"BU09460305";"4600";".";".";".";"4450";"4650";".";"4700"
"Wijk 04 Nederweert-Eind";"WK094604";"4300";".";"3700";"4050";"3650";"4850";"3300";"4550"
"Nederweert-Eind";"BU09460401";"4250";".";"3700";"4050";"3600";"4800";"3150";"4500"
"Wellenstein-Aan 't Kruis";"BU09460402";"5000";".";".";".";"4100";"5200";"4450";"5150"
"Wijk 05 Leveroy";"WK094605";"4200";".";"3500";"3750";"3450";"4650";"3450";"4350"
"Leveroy";"BU09460501";"4050";".";"3400";"3750";"3350";"4650";"3300";"4300"
"Deckerstraat-Bergdijk";"BU09460502";"4600";".";".";".";"4400";"4600";".";"4550"
"Nuth";"GM0951";"3600";"2400";"3450";"3600";"3650";"4550";"2700";"4000"
"Wijk 00 Nuth";"WK095100";"3300";"2400";"3300";"3650";"3500";"4400";"2750";"3750"
"Nuth";"BU09510000";"3150";"2400";"3300";"3550";"3350";"4350";"2700";"3600"
"Tervoorst en omgeving";"BU09510001";"4000";"2850";"3450";"4000";"3850";"4500";"3700";"4100"
"Industrieterrein De Horsel";"BU09510002";"4500";".";".";".";".";".";".";"4800"
"Vaesrade";"BU09510003";"3500";"2000";"3250";"3900";"3600";"4300";"2500";"3950"
"Hommert (gedeeltelijk)";"BU09510004";"4250";".";".";".";"4500";"4250";".";"4150"
"Wijk 01 Wijnandsrade";"WK095101";"3900";"2200";"3600";"3350";"3550";"4700";"2750";"4250"
"Wijnandsrade";"BU09510100";"3800";"2200";"3500";"3150";"3400";"4700";"2750";"4150"
"Swier";"BU09510101";"4450";".";"4550";"4300";"4100";"4750";"3000";"4700"
"Wijk 02 Hulsberg";"WK095102";"3700";"2250";"3400";"3550";"3700";"4450";"2650";"3950"
"Hulsberg";"BU09510200";"3650";"2100";"3350";"3550";"3700";"4450";"2600";"3900"
"Aalbeek";"BU09510201";"4050";"3100";"3550";"3800";"3950";"4850";"3100";"4250"
"Arensgenhout";"BU09510202";"3900";".";"3650";"3750";"3850";"4200";"2500";"4000"
"Wijk 03 Schimmert";"WK095103";"4050";"2350";"3700";"3600";"4000";"4750";"2800";"4250"
"Schimmert";"BU09510300";"3950";"2400";"3700";"3600";"4000";"4750";"2650";"4250"
"Haasdal";"BU09510301";"4300";".";"3850";"3600";"3950";"4800";"3800";"4300"
"Oensel";"BU09510302";"4350";".";".";".";"4650";"3900";".";"4350"
"Roermond";"GM0957";"3050";"2100";"3200";"3300";"3550";"4450";"2400";"3600"
"Wijk 00 Centrum";"WK095700";"2700";"2100";"3500";"3900";"3750";"4850";"2050";"3500"
"Binnenstad";"BU09570000";"2300";"2050";"3450";"4250";"2800";"4650";"1950";"2950"
"Roerzicht-Voorstad";"BU09570001";"3200";"2450";"3500";"3900";"4250";"4700";"2200";"3650"
"Roer-Roer-Zuid";"BU09570002";"3550";"1800";"3450";"3700";"3600";"4900";"2250";"4050"
"Willem-Alexander";"BU09570004";".";".";".";".";".";".";".";"."
"Wijk 01 Roermond-Oost";"WK095701";"2450";"1900";"2950";"3150";"3200";"4050";"2200";"3100"
"Roermondse Veld";"BU09570100";"2550";"1950";"2900";"3150";"3100";"4500";"2300";"3150"
"Vrijveld";"BU09570101";"2350";"1850";"3000";"3150";"3300";"3700";"1850";"3100"
"Wijk 02 Roermond-Zuid";"WK095702";"2900";"1800";"3100";"3150";"3400";"3900";"2350";"3400"
"Kapel-Muggenbroek";"BU09570200";"2950";"1750";"3250";"3400";"3500";"3950";"2100";"3350"
"De Kemp";"BU09570201";"2750";"1950";"2850";"2950";"3100";"3100";"2500";"3250"
"Roerstreek";"BU09570202";"4000";".";".";".";".";".";".";"."
"Kitskensdal";"BU09570203";"3000";"1600";"3200";"3850";"3350";"4050";"1750";"3650"
"Kitskensberg";"BU09570204";"3100";"1850";"3400";"3500";".";".";"2300";"3600"
"Wijk 03 Maasniel";"WK095703";"3250";"2100";"3200";"3300";"3500";"4600";"2400";"3750"
"Kern Maasniel";"BU09570300";"3100";"1900";"3250";"3200";"3500";"4200";"2200";"3600"
"Leeuwen";"BU09570301";"3700";"2150";"3100";"3650";"3400";"4550";"2850";"3850"
"Tegelarijeveld-Broekhin";"BU09570302";"2750";"2200";"3100";"3250";"3500";"4400";"2400";"3400"
"De Wijher en omgeving";"BU09570303";"4800";"2800";"4350";"3950";"3950";"5150";"4450";"4800"
"Stasrandzone-Noord";"BU09570304";"3450";".";"2900";".";".";".";".";"3450"
"Wijk 04 Donderberg en Roosendael";"WK095704";"3100";"2700";"3200";"3300";"3500";"4450";"2850";"3450"
"Componistenbuurt";"BU09570400";"2900";"2750";"3100";"3100";".";".";"2900";"2950"
"Vliegeniersbuurt";"BU09570401";"3200";"2950";"3500";"3700";"3700";".";"2950";"3600"
"Kastelenbuurt";"BU09570402";"3200";"1750";"3150";"3300";"3350";"4450";"2450";"3450"
"Wijk 05 Donderberg en Hoogvonderen";"WK095705";"3100";"1850";"3100";"3250";"3500";"3950";"2800";"3400"
"Sterrenberg";"BU09570500";"3000";"2000";"3050";"3200";".";".";"2900";"3350"
"Hoogvonderen";"BU09570501";"3200";"1650";"3150";"3300";"3500";"3950";"2700";"3400"
"Wijk 06 Asenray";"WK095706";"4150";".";"3100";"3850";"3500";"4600";"3500";"4100"
"Asenray buitengebied";"BU09570600";"4650";".";".";".";"4350";"4700";"6200";"4500"
"Asenray";"BU09570601";"4050";".";"3100";"3800";"3400";"4550";"3050";"4050"
"Wijk 07 Herten";"WK095707";"3650";"2000";"3300";"3500";"3750";"4500";"2600";"3850"
"Ool";"BU09570700";"4550";"1950";".";".";"4350";"4900";"2750";"4800"
"Herten";"BU09570701";"3400";"2050";"3300";"3550";"3700";"4300";"2450";"3700"
"Merum";"BU09570702";"3650";".";"3300";"3450";"3650";"4350";"2750";"3800"
"Oolderplas";"BU09570703";"4050";"2000";"3500";"3250";"5250";"4800";"2850";"4100"
"Wijk 08 Swalmen";"WK095708";"3400";"2100";"3150";"3250";"3550";"4250";"2500";"3800"
"Swalmen-Centrum";"BU09570800";"3100";"2150";"3050";"3450";"3900";"4150";"2250";"3700"
"Groenekruisgebied";"BU09570801";"3250";"1950";"3150";"3150";"3400";"4050";"2500";"3700"
"Heide";"BU09570802";"4050";".";"3400";"3750";"4050";"4300";"3100";"4150"
"Asselt";"BU09570804";"4400";".";".";"2900";"4700";"5100";"3450";"4700"
"Martin Giessen-Bosstraat";"BU09570805";"3400";"1600";"3150";"3250";"3550";"4450";"2600";"3700"
"Boukoul";"BU09570806";"3600";"2000";"3400";"3300";"3450";"3950";"2650";"3800"
"Verspreide huizen Swalmen";"BU09570809";"4350";".";".";"4300";"4050";"4600";"4000";"4500"
"Wijk 09 Maasplassen";"WK095709";"4450";".";".";".";"3400";"5150";".";"4900"
"Maasplassen";"BU09570900";"4450";".";".";".";"3400";"5150";".";"4900"
"Schinnen";"GM0962";"3600";"2150";"3450";"3500";"3650";"4350";"2700";"3900"
"Wijk 00";"WK096200";"3650";"2200";"3500";"3600";"3700";"4350";"2750";"3950"
"Schinnen";"BU09620000";"3250";"2100";"3250";"3450";"3700";"4150";"2350";"3800"
"Puth";"BU09620001";"3700";"2400";"3300";"3450";"3750";"4550";"2850";"3900"
"Nagelbeek-Hegge";"BU09620002";"3950";"2100";"3600";"3950";"3950";"4500";"3050";"4300"
"Sweikhuizen";"BU09620003";"3750";".";"3850";"3400";"3100";"4150";"2650";"3900"
"Thull";"BU09620004";"4200";".";".";".";"4450";"4050";".";"4200"
"Hommert (gedeeltelijk)";"BU09620005";"3850";"2050";"3750";"3750";"3800";"4450";"3450";"3950"
"Verspreide huizen";"BU09620009";".";".";".";".";".";".";".";"."
"Wijk 01 Amstenrade - Oirsbeek";"WK096201";"3500";"2150";"3400";"3450";"3600";"4350";"2700";"3800"
"Amstenrade";"BU09620100";"3100";"2300";"3250";"3250";"3400";"3850";"2500";"3600"
"Oirsbeek";"BU09620101";"3600";"1900";"3450";"3350";"3650";"4450";"2700";"3800"
"Klein-Doenrade";"BU09620102";"3750";".";"4000";"4800";"4550";"3950";".";"4150"
"Groot-Doenrade";"BU09620103";"3950";"2850";"3600";"3850";"3750";"4600";"3550";"4050"
"Simpelveld";"GM0965";"3200";"2050";"3300";"3450";"3450";"4000";"2450";"3700"
"Wijk 00 Simpelveld";"WK096500";"3150";"2150";"3200";"3500";"3350";"4000";"2450";"3700"
"Simpelveld";"BU09650000";"2700";"2150";"3300";"3600";"3150";"3550";"2200";"3600"
"Hulsveld";"BU09650001";"3350";"2250";"3100";"3100";"3250";"4000";"2900";"3550"
"Huls";"BU09650002";"3500";".";"3400";"3100";"3850";"3500";"2900";"3650"
"Molsberg-Rodeput";"BU09650003";"3750";".";"3150";"3950";"3450";"4450";"2850";"4000"
"Verspreide huizen";"BU09650009";"4350";".";"4600";".";"4600";"4100";"3800";"4550"
"Wijk 01 Bocholtz";"WK096501";"3200";"1850";"3350";"3400";"3550";"4100";"2450";"3700"
"Bocholtz";"BU09650100";"3150";"1850";"3400";"3350";"3450";"4050";"2400";"3650"
"Bocholtzerheide";"BU09650101";"3550";"2100";"3150";"3650";"3850";"4450";"2550";"3850"
"Prickart-Broek";"BU09650102";"3750";".";"3300";"3550";"3800";"4050";"2800";"3950"
"Baneheide";"BU09650103";"3800";".";".";".";"3800";"3700";"4000";"3700"
"Stein";"GM0971";"3450";"2050";"3500";"3550";"3750";"4300";"2500";"3950"
"Wijk 00 Stein";"WK097100";"3300";"1950";"3400";"3500";"3650";"4200";"2400";"3850"
"Oud-Stein";"BU09710000";"3350";"2000";"3650";"3750";"3750";"4250";"2100";"4000"
"Kerensheide";"BU09710001";"3600";"2000";"3450";"3650";"3700";"3950";"3050";"3850"
"Nieuwdorp";"BU09710002";"3300";"2050";"3300";"3200";"3600";"4500";"2550";"3750"
"Kleine Meers en Veldschuur";"BU09710003";"3950";".";"3700";"3500";"3100";"4550";"2750";"4050"
"Maasband";"BU09710004";"3650";".";"3150";"3400";"3850";"3900";"2400";"3850"
"Centrum";"BU09710005";"2950";"1750";"3050";"3250";"3650";"4100";"2100";"3800"
"Wijk 01 Elsloo";"WK097101";"3600";"1900";"3500";"3600";"3750";"4300";"2550";"3900"
"Elsloo";"BU09710100";"3550";"1900";"3550";"3550";"3700";"4400";"2550";"3900"
"Meers";"BU09710101";"3650";"1800";"3700";"3900";"3750";"3850";"2350";"3900"
"Catsop";"BU09710102";"3850";".";"2800";"3250";"4100";"4050";"2650";"4000"
"Wijk 02 Urmond";"WK097102";"3650";"2300";"3650";"3650";"3850";"4500";"2650";"4050"
"Berg";"BU09710200";"3650";"2300";"3750";"3650";"3850";"4200";"2700";"4000"
"Urmond ten westen van Julianakanaal";"BU09710201";"3450";"2300";"3600";"3500";"3700";"4200";"2550";"3850"
"Urmond ten oosten van Julianakanaal";"BU09710202";"3700";"2300";"3650";"3650";"3900";"4900";"2700";"4200"
"Nattenhoven";"BU09710203";"3900";".";"3300";"4050";"3750";"4100";".";"3950"
"Vaals";"GM0981";"2950";"2300";"3050";"3200";"3500";"4050";"2550";"3450"
"Wijk 00 Vijlen-Lemiers";"WK098100";"3450";"2350";"3100";"3250";"3600";"4150";"2850";"3800"
"Vijlen";"BU09810000";"3450";"2100";"3200";"3450";"3550";"4050";"2850";"3800"
"Mamelis";"BU09810001";"3050";".";".";".";"3150";".";".";"3100"
"Harles";"BU09810003";"5000";".";".";".";"4750";".";".";"4600"
"Lemiers";"BU09810005";"3150";"2250";"3100";"3050";"3450";"3950";"2650";"3600"
"Holset";"BU09810006";"3950";".";"3500";".";"3300";"4600";"4550";"3850"
"Raren";"BU09810007";"3700";".";"2250";"3000";"3950";"4100";".";"3800"
"Wolfhaag";"BU09810008";"4400";".";".";".";"4650";"4400";".";"4400"
"Verspreide huizen Cottessen-Camerig";"BU09810009";"3700";".";"3150";".";"3000";"3850";".";"3600"
"Wijk 01 Vaals";"WK098101";"2750";"2250";"3050";"3200";"3350";"3950";"2500";"3250"
"Vaals";"BU09810100";"2750";"2250";"3050";"3200";"3350";"3950";"2500";"3250"
"Venlo";"GM0983";"3150";"2050";"3350";"3450";"3800";"4850";"2350";"3700"
"Wijk 11 Venlo-Centrum";"WK098311";"2500";"2200";"3450";"3750";"5400";"6100";"2050";"3050"
"Winkelcentrum";"BU09831101";"2050";"2050";"2550";"3150";".";".";"1950";"2400"
"Q4";"BU09831102";"2450";"2500";"2050";".";".";".";"2400";"2600"
"Rosarium";"BU09831103";"2600";"2100";"4050";"4350";".";".";"2000";"3300"
"Binnenstad-Noord";"BU09831104";"2800";"2150";"3350";"3550";"5950";"6450";"2100";"3350"
"Wijk 12 Venlo-Zuid";"WK098312";"3000";"2100";"3350";"3500";"3450";"5400";"2400";"3550"
"Sinselveld";"BU09831201";"2800";"1850";"3450";"3400";"3400";"3800";"2200";"3400"
"Maaswaard";"BU09831202";"3000";"2800";"3850";"3400";".";".";"2750";"3450"
"Spoorsingel";"BU09831203";"2650";"2250";"3200";"3700";".";".";"2300";"3150"
"Hagerbroek";"BU09831204";"3700";"2650";"3700";"4050";"3550";"5200";"2800";"3850"
"Hagerhof-oost";"BU09831205";"2850";"1750";"2950";"3000";"3550";".";"2550";"3450"
"Hagerhof-West";"BU09831206";"2500";"1850";"3300";"3550";"4300";".";"2150";"2900"
"Wylrehof";"BU09831207";"4950";".";".";".";".";"5150";".";"5100"
"bedrijventerrein Hagerhof";"BU09831208";".";".";".";".";".";".";".";"."
"Onderste en Bovenste Molen";"BU09831209";"5850";".";".";".";".";"6300";".";"6000"
"Krekelveld";"BU09831210";"2950";"2150";"3100";"3500";"2950";".";"2850";"3250"
"Wijk 13 Venlo-Oost-Noord";"WK098313";"3100";"2050";"3500";"3500";"4050";"4900";"2100";"3500"
"De Tichelarij";"BU09831301";"3450";"1600";"3500";"3650";"4050";"5200";"1700";"4050"
"Rijnbeek";"BU09831302";"2550";"2050";"2950";"3250";"3350";"5150";"2250";"2700"
"Groenstraat-Noord";"BU09831303";"3350";"2050";"3550";"4350";"4500";"4500";"2100";"4200"
"Groenstraat-Zuid";"BU09831304";"3600";"2050";"4100";"4650";".";"5050";"1800";"3900"
"Stalberg-West";"BU09831305";"3050";"2150";"3350";"3550";"3750";"4500";"2050";"3300"
"Groeneveld";"BU09831306";"3000";"1850";"3400";"3250";"4900";"4100";"2200";"3650"
"Hogekamp";"BU09831307";"3300";"2400";"3650";"3600";"4200";"4650";"2200";"3600"
"Stalberg-Noord";"BU09831308";"5200";".";".";".";".";"5250";".";"5050"
"Wijk 14 Venlo-Noord";"WK098314";"2700";"1900";"3300";"3350";"3750";"4800";"2200";"3300"
"Craneveld";"BU09831401";"2750";"1850";"3550";"3450";"3750";"5150";"2100";"3350"
"Withuis";"BU09831402";"2400";"1800";"3300";"3250";"3700";"4700";"1950";"3050"
"'t Zand";"BU09831403";"2900";"2100";"3150";"3400";"3650";"4400";"2500";"3500"
"Genooybergen";"BU09831404";".";".";".";".";".";".";".";"."
"Genooy";"BU09831405";"5250";".";".";".";".";"5200";".";"5400"
"Wijk 15 Venlo-Oost-Zuid";"WK098315";"3300";"1850";"3050";"3350";"3450";"5500";"2450";"4150"
"Vierpaardjes";"BU09831501";"2850";"1800";"3250";"3600";"3850";"5850";"2300";"3700"
"Dr. Poelsplein e.o.";"BU09831502";"2850";"2150";"2950";"3350";"2650";".";"2600";"3400"
"Jezuïtenbuurt";"BU09831503";"3200";"1950";"3300";"3250";"3400";".";"2700";"3650"
"Vogelbuurt";"BU09831504";"2800";"1800";"2550";"3350";"3000";".";"2500";"3150"
"Bloemenbuurt";"BU09831505";"3400";".";"2750";"3000";"3800";"4900";"2750";"4250"
"Casinoflat";"BU09831506";"1700";"1700";".";".";".";".";"1700";"."
"Postwegflat";"BU09831507";"1750";"1750";".";".";".";".";"1750";"."
"Stalberg (midden)";"BU09831508";"5150";".";"3700";"5200";"5250";"5400";"4800";"5150"
"Stalberg-oost";"BU09831509";"6500";".";".";".";".";"6600";".";"6550"
"Grote Hei";"BU09831510";"4550";".";".";".";".";"4550";".";"4350"
"Keulse Barriére";"BU09831511";"3200";".";".";".";".";"3450";".";"3150"
"Auxillatrix";"BU09831512";"5000";".";".";".";".";".";".";"5250"
"Wijk 16 Het Ven";"WK098316";"4250";"2100";"3600";"4050";"4250";"5000";"2900";"4400"
"Kern 't Ven";"BU09831601";"3900";"1950";"3600";"4000";"4450";"4700";"2850";"4000"
"Arenborg";"BU09831602";"5050";".";".";".";"3800";"5300";".";"5100"
"Herungerberg";"BU09831603";"4700";".";"3750";"4150";"4200";"5200";"3550";"4750"
"Veegtes";"BU09831604";"3850";"2200";".";".";"4000";"4800";"2050";"4600"
"Noorderpoort";"BU09831605";".";".";".";".";".";".";".";"."
"Venkoelen";"BU09831606";"4500";".";".";".";"4150";"4750";"3550";"4600"
"AZC";"BU09831607";".";".";".";".";".";".";".";"."
"Wijk 21 Blerick-Midden";"WK098321";"2700";"1950";"3200";"3250";"3650";"4500";"2150";"3400"
"Blerick-Centrum";"BU09832101";"2950";"2100";"3350";"3550";"3500";"4450";"2050";"3450"
"gazenkamp";"BU09832102";"2500";"1850";"3050";"2950";"3950";"4600";"2200";"3250"
"Wijk 22 Blerick-Noord";"WK098322";"2950";"2300";"3100";"3300";"3350";"5150";"2500";"3300"
"Smeliënkamp";"BU09832201";"3150";"1750";"3200";"3650";"3650";"5100";"2200";"3550"
"Vastenavondkamp-Noord";"BU09832202";"2750";"2450";"2950";"3050";"2850";".";"2600";"3000"
"Vastenavondkamp-Zuid";"BU09832203";"3200";"1650";"3250";"3300";"3150";"5150";"2400";"3400"
"Wijk 23 Blerick-Zuid";"WK098323";"2600";"1900";"3350";"3350";"3550";"4550";"2050";"3650"
"Molenbossen";"BU09832301";"1800";"1800";".";".";".";".";"1800";"."
"Annakamp-Oost";"BU09832302";"2800";"1950";"3050";"3050";"3350";"4550";"2250";"3650"
"Annakamp-West";"BU09832303";"3500";".";"3450";"3600";".";".";"2750";"3800"
"Zonneveld";"BU09832304";"3450";"2650";"3900";"4200";".";".";".";"3450"
"Wijk 24 Vossener";"WK098324";"3400";".";"3450";"3350";"3200";".";"2800";"3550"
"Vossener-Centrum";"BU09832401";"3250";".";"3350";"3100";".";".";"2850";"3500"
